Page Name,User Name,Facebook Id,Likes at Posting,Created,Type,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Total Interactions,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
NoticiasYa Kansas,NoticiasUnivisionKansas,182691548439378,68664,2020-08-22 22:30:07 EDT,Link,2,0,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/NoticiasUnivisionKansas/posts/4586634308045058,#EstaSemana: Joe Biden aceptó la nominación presidencial demócrata,https://noticiasya.com/2020/08/20/tras-5-decadas-de-espera-biden-aceptara-la-nominacion-presidencial/,,,This is a re-share of a post,,,,2,2
NoticiasYa Kansas,NoticiasUnivisionKansas,182691548439378,68670,2020-08-21 19:30:12 EDT,Link,2,0,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/NoticiasUnivisionKansas/posts/4580824375292718,Hasta los comentaristas más conservadores han dicho estas muy buenas cosas sobre el discurso de Biden de anoche.,https://noticiasya.com/2020/08/21/hasta-fox-news-elogio-el-discurso-de-joe-biden/,,,This is a re-share of a post,,,,2,2
NoticiasYa Kansas,NoticiasUnivisionKansas,182691548439378,68670,2020-08-20 23:40:00 EDT,Native Video,2,0,0,0,0,0,0,0,0,share,217,43618,0,03:43:07,https://www.facebook.com/NoticiasUnivisionKansas/posts/4576589445716211,"Terminó la Convención Demócrata y decenas de artistas y figuras se unen en una celebración apoyando a Joe Biden en un ""after party"" #EnVivo.",https://www.facebook.com/politicaya/videos/244980049907658/,,,Política Ya,"Estamos #EnVivo. Hoy es la última jornada de la convención demócrata y Joe Biden, tras 5 décadas de espera, aceptará su nominación como candidato a presidente. Lee más en http://notiya.info/hrdrh:=:https://noticiasya.com/2020/08/20/tras-5-decadas-de-espera-biden-aceptara-la-nominacion-presidencial/ #Destino2020",,,2,2
NoticiasYa Kansas,NoticiasUnivisionKansas,182691548439378,68670,2020-08-20 23:11:57 EDT,Link,2,0,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/NoticiasUnivisionKansas/posts/4576487932393029,#ÚltimaHora: Joe Biden acepta la nominación presidencial demócrata,https://noticiasya.com/2020/08/20/tras-5-decadas-de-espera-biden-aceptara-la-nominacion-presidencial/,,,This is a re-share of a post,,,,2,2
NoticiasYa Kansas,NoticiasUnivisionKansas,182691548439378,68670,2020-08-20 22:26:41 EDT,Native Video,1,0,0,1,0,0,0,0,0,share,112,43618,0,03:43:07,https://www.facebook.com/NoticiasUnivisionKansas/posts/4576318892409933,"Ahora #EnVivo, Joe Biden, en instantes, dará su discurso de aceptación a la candidatura en la Convención Demócrata. Lee más en http://notiya.info/hrdrh:=:https://noticiasya.com/2020/08/20/tras-5-decadas-de-espera-biden-aceptara-la-nominacion-presidencial/ #Destino2020",https://www.facebook.com/politicaya/videos/244980049907658/,,,Política Ya,"Estamos #EnVivo. Hoy es la última jornada de la convención demócrata y Joe Biden, tras 5 décadas de espera, aceptará su nominación como candidato a presidente. Lee más en http://notiya.info/hrdrh:=:https://noticiasya.com/2020/08/20/tras-5-decadas-de-espera-biden-aceptara-la-nominacion-presidencial/ #Destino2020",,,2,2
NoticiasYa Kansas,NoticiasUnivisionKansas,182691548439378,68670,2020-08-20 21:02:37 EDT,Native Video,1,0,0,1,0,0,0,0,0,share,247,43618,0,03:43:07,https://www.facebook.com/NoticiasUnivisionKansas/posts/4576029242438898,"Estamos #EnVivo. Hoy es la última jornada de la convención demócrata y Joe Biden, tras 5 décadas de espera, aceptará su nominación como candidato a presidente. Lee más en http://notiya.info/hrdrh:=:https://noticiasya.com/2020/08/20/tras-5-decadas-de-espera-biden-aceptara-la-nominacion-presidencial/ #Destino2020",https://www.facebook.com/politicaya/videos/244980049907658/,,,Política Ya,"Estamos #EnVivo. Hoy es la última jornada de la convención demócrata y Joe Biden, tras 5 décadas de espera, aceptará su nominación como candidato a presidente. Lee más en http://notiya.info/hrdrh:=:https://noticiasya.com/2020/08/20/tras-5-decadas-de-espera-biden-aceptara-la-nominacion-presidencial/ #Destino2020",,,2,2
NoticiasYa Kansas,NoticiasUnivisionKansas,182691548439378,68677,2020-08-17 23:00:09 EDT,Photo,2,0,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/NoticiasUnivisionKansas/posts/4561494650559024,"En su discurso, el senador Bernie Sanders instó a los votantes a unirse. Pidió a los seguidores de otros candidatos en la primaria a votar por Biden ya que ""el precio del fracaso es demasiado grande"".",https://www.facebook.com/politicaya/photos/a.992382204187480/3288735057885505/?type=3,,"CONVENCIÓN DEMÓCRATA 2020 El futuro de nuestra democracia está en juego. El futuro de nuestra economía està en juego. El futuro de nuestro planeta está en juego Debemos unirnos, derrotar a Donald Trump y elegir a Joe Biden y Kamala Harris como nuestro próximo presidente y vicepresidente. Amigos míos, el precio del fracaso es demasiado grande para imaginarlo"". Bernie Sanders Senador demócrata DESTINO 2020 politica",Política Ya,"En su discurso, el senador Bernie Sanders instó a los votantes a unirse. Pidió a los seguidores de otros candidatos en la primaria a votar por Biden ya que ""el precio del fracaso es demasiado grande"".",,,2,2
Telemundo 47,Telemundo47,254932813632,993723,2020-09-30 02:04:48 EDT,Link,2,0,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/Telemundo47/posts/10158605948443633,#DECISIÓN2020 Primer debate presidencial de cara a las elecciones del 3 de noviembre. https://trib.al/P6x2Gk6:=:https://www.telemundo47.com/noticias/decision/el-saludo-de-biden-y-trump-al-encontrarse-cara-a-cara/2100844/,https://trib.al/P6x2Gk6,https://www.telemundo47.com/noticias/decision/el-saludo-de-biden-y-trump-al-encontrarse-cara-a-cara/2100844/,,El saludo de Biden y Trump al encontrarse cara a cara,Primer debate presidencial de cara a las elecciones del 3 de noviembre.,,,2,2
La Raza Chicago,LaRazaChicago,202685353160510,76090,2020-09-05 06:08:45 EDT,Link,0,2,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/LaRazaChicago/posts/3200660016696347,"El candidato demócrata, Joe Biden, también dio un mitin en Pensilvania el pasado lunes",https://laraza.com/2020/09/05/trump-fue-enviado-por-dios-afirma-seguidor-republicano/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1599300122,,,"“Trump fue enviado por Dios”, afirma seguidor republicano",,,,2,2
La Raza Chicago,LaRazaChicago,202685353160510,76101,2020-09-02 01:01:20 EDT,Link,1,0,0,1,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/LaRazaChicago/posts/3190649514364064,Las elecciones podrían ser las más disputadas de la historia,https://laraza.com/2020/09/01/los-estados-que-joe-biden-necesita-ganar-para-ser-presidente/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1599022551,,,Los estados que Joe Biden necesita ganar para ser presidente,,,,2,2
La Raza Chicago,LaRazaChicago,202685353160510,76112,2020-08-28 08:05:38 EDT,Link,2,0,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/LaRazaChicago/posts/3175851135843902,Kamala Harris se encargó de ofrecer la refutación a la Convención Nacional Republicana,https://laraza.com/2020/08/27/kamala-harris-critica-a-trump-y-a-la-convencion-republicana-no-se-supone-que-sea-sobre-el/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1598615754,,,Kamala Harris critica a Trump y a la Convención Republicana: “No se supone que sea sobre él”,,,,2,2
Telemundo Atlanta,TelemundoAtlanta,213858798660442,254506,2020-10-22 15:01:22 EDT,Native Video,2,0,0,0,0,0,0,0,0,original,264,264,0,00:00:30,https://www.facebook.com/TelemundoAtlanta/posts/3472775289435427,ESTA NOCHE – Noticias Telemundo presenta el ultimo y decisivo #DebatePresidencial entre #Trump y #Biden. Nuestra cobertura en vivo y en tu idioma comienza a las 8PM por tu estación local de #Telemundo. #Decision2020 #Elecciones2020,https://www.facebook.com/TelemundoAtlanta/videos/1041542122965450/,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FTelemundoAtlanta%2Fvideos%2F1041542122965450%2F,,&nbsp;,,,,2,2
Telemundo Atlanta,TelemundoAtlanta,213858798660442,254496,2020-10-05 11:40:02 EDT,Link,1,1,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/TelemundoAtlanta/posts/3423779694334987,Debate vicepresidencial 2020: Mike Pence y Kamala Harris se reunirán este miércoles en Salt Lake City. #TelemundoAtlanta,https://www.telemundoatlanta.com/noticias/elecciones_2020/debate-vicepresidencial-2020-mike-pence-y-kamala-harris-se-reunir-n-este-mi-rcoles-en/article_746f8924-071b-11eb-97f3-73e728f7214b.html#utm_campaign=blox&utm_source=facebook&utm_medium=social,,,Debate vicepresidencial 2020: Mike Pence y Kamala Harris se reunirán este miércoles en Salt Lake City,"(TELEMUNDO ATLANTA).- Los dos candidatos a vicepresidente de Estados Unidos, el actual vicepresidente Mike Pence y la senadora Kamala Harris, se reunirán el próximo miércoles en el único debate programado",,,2,2
Telemundo Atlanta,TelemundoAtlanta,213858798660442,254491,2020-09-30 10:03:04 EDT,Link,0,0,0,2,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/TelemundoAtlanta/posts/3407809245932032,Lo más destacado del #PrimerDebate presidencial; Biden y Trump discuten entre argumentos e insultos. #TelemundoAtlanta,https://www.telemundoatlanta.com/noticias/elecciones_2020/lo-m-s-destacado-del-primerdebate-presidencial-biden-y-trump-discuten-entre-argumentos-e-insultos/article_6d151806-0324-11eb-bab7-f3e439302643.html#utm_campaign=blox&utm_source=facebook&utm_medium=social,,,Lo más destacado del #PrimerDebate presidencial; Biden y Trump discuten entre argumentos e insultos,"(TELEMUNDO ATLANTA).- Hubo política pero también hubo palabras muy fuertes entre Joe Biden y Donald Trump en el primer debate presidencial. Fue un encuentro en el que, tanto el presidente",,,2,2
Telemundo 62,Telemundo62,140383652640141,264561,2020-10-21 23:19:25 EDT,Link,1,1,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/Telemundo62/posts/3799972600014543,Trump y Biden se preparan para el último debate. Te contamos. https://trib.al/eJJg3Np:=:https://www.telemundo62.com/noticias/decision/segundo-debate-entre-trump-biden-nashville/2082779/,https://trib.al/eJJg3Np,https://www.telemundo62.com/noticias/decision/segundo-debate-entre-trump-biden-nashville/2082779/,,Crece la expectativa por el segundo y último debate entre Trump y Biden,"Será en una universidad en Nashville, tendrá nuevas reglas para evitar interrupciones y lo podrás seguir en vivo en Telemundo en español.",,,2,2
Telemundo 62,Telemundo62,140383652640141,264631,2020-10-18 13:57:23 EDT,Link,2,0,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/Telemundo62/posts/3790493204295816,La espera para conocer quién será el ganador de las elecciones presidenciales pudiera no acabar la noche del 3 de noviembre. Te explicamos las razones. https://trib.al/y4mrXTD:=:https://www.telemundo62.com/noticias/decision/elecciones-2020-por-que-pudiera-no-haber-un-ganador-la-noche-de-las-elecciones/2082411/,https://trib.al/y4mrXTD,https://www.telemundo62.com/noticias/decision/elecciones-2020-por-que-pudiera-no-haber-un-ganador-la-noche-de-las-elecciones/2082411/,,¿Trump o Biden? Por qué pudiera no haber un ganador la noche de las elecciones,Funcionarios de varios estados alertan que es muy posible que haya que esperar más tiempo para conocer los resultados.,,,2,2
Telemundo 62,Telemundo62,140383652640141,264641,2020-10-16 13:40:58 EDT,Link,2,0,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/Telemundo62/posts/3784978651513938,Entérate cuál de los dos tiene más dinero para las elecciones: https://trib.al/oszBDTv:=:https://www.telemundo62.com/noticias/decision/trump-biden-fondos-campana-elecciones-2020-estados-unidos/2082229/,https://trib.al/oszBDTv,https://www.telemundo62.com/noticias/decision/trump-biden-fondos-campana-elecciones-2020-estados-unidos/2082229/,,Trump vs. Biden: los millones de dólares que ha recaudado cada uno para sus campañas,"En Estados Unidos, presidentes tradicionalmente superan a sus rivales en cuanto a recaudación de fondos.",,,2,2
Telemundo 62,Telemundo62,140383652640141,264699,2020-10-07 00:45:39 EDT,Link,0,0,1,0,0,1,0,0,0,,0,0,0,N/A,https://www.facebook.com/Telemundo62/posts/3755563274455476,"Manifestó el exvicepresidente a los reporteros antes de abordar su avión de regreso a Delaware desde Hagerstown, Maryland. https://trib.al/AoN7dzn:=:https://www.telemundo62.com/noticias/decision/biden-debate-trump-covid/2079901/",https://trib.al/AoN7dzn,https://www.telemundo62.com/noticias/decision/biden-debate-trump-covid/2079901/,,Joe Biden: no debería haber debate la próxima semana si el presidente Trump todavía tiene coronavirus,"Manifestó el exvicepresidente a los reporteros antes de abordar su avión de regreso a Delaware desde Hagerstown, Maryland.",,,2,2
Telemundo 62,Telemundo62,140383652640141,264780,2020-09-30 10:14:29 EDT,Link,2,0,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/Telemundo62/posts/3734114033267067,Biden: no tengo nada en contra de la jueza Barret pero no es justo su nombramiento #DECISIÓN2020 https://trib.al/dWqycf1:=:https://www.telemundo62.com/noticias/decision/biden-no-tengo-nada-en-contra-de-la-jueza-barret-pero-no-es-justo-su-nombramiento/2078781/,https://trib.al/dWqycf1,https://www.telemundo62.com/noticias/decision/biden-no-tengo-nada-en-contra-de-la-jueza-barret-pero-no-es-justo-su-nombramiento/2078781/,,Biden: no tengo nada en contra de la jueza Barret pero no es justo su nombramiento,Dijo el exvicepresidente Biden durante el Primer Debate Presidencial.,,,2,2
Telemundo 62,Telemundo62,140383652640141,264801,2020-09-26 21:56:46 EDT,Link,2,0,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/Telemundo62/posts/3722997801045357,"De ser confirmada por el Senado, la conservadora Amy Coney Barrett ocuparía una vacante vitalicia. https://trib.al/VFVo16r:=:https://www.telemundo62.com/noticias/eeuu/biden-pide-al-senado-que-no-confirme-a-nominada-de-trump-para-la-corte-suprema/2078349/",https://trib.al/VFVo16r,https://www.telemundo62.com/noticias/eeuu/biden-pide-al-senado-que-no-confirme-a-nominada-de-trump-para-la-corte-suprema/2078349/,,Biden pide al Senado que no confirme a nominada de Trump para la Corte Suprema,,,,2,2
Telemundo 62,Telemundo62,140383652640141,264852,2020-09-14 03:50:23 EDT,Link,1,0,0,0,0,1,0,0,0,,0,0,0,N/A,https://www.facebook.com/Telemundo62/posts/3681692435175894,La compañera fórmula de Joe Biden también cuestionó la actitud de Trump de ocultar los peligros del coronavirus desde febrero. Mira aquí la entrevista exclusiva. https://trib.al/xXbNBVL:=:https://www.telemundo62.com/noticias/decision/kamala-harris-promete-frenar-las-deportaciones-masivas-en-eeuu-si-gana-con-biden/2075165/,https://trib.al/xXbNBVL,https://www.telemundo62.com/noticias/decision/kamala-harris-promete-frenar-las-deportaciones-masivas-en-eeuu-si-gana-con-biden/2075165/,,"Kamala Harris promete frenar las deportaciones masivas en EEUU, si gana con Biden",,,,2,2
Telemundo 62,Telemundo62,140383652640141,264993,2020-08-21 06:10:51 EDT,Link,2,0,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/Telemundo62/posts/3606042779407527,"En un video emitido durante la Convención Nacional Demócrata, que transcurrió de manera virtual. https://trib.al/0HBv6Mp:=:https://www.telemundo62.com/noticias/decision/lo-que-dijeron-ashley-y-hunter-biden-antes-del-discurso-de-su-padre/2070265/",https://trib.al/0HBv6Mp,https://www.telemundo62.com/noticias/decision/lo-que-dijeron-ashley-y-hunter-biden-antes-del-discurso-de-su-padre/2070265/,,Un emotivo momento: lo que dijeron Ashley y Hunter Biden antes del discurso de su padre,"En un video emitido durante la Convención Nacional Demócrata, que transcurrió de manera virtual.",,,2,2
Telemundo Chicago,TelemundoChicago,22918318372,543906,2020-09-30 02:34:27 EDT,Link,2,0,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/TelemundoChicago/posts/10158762498938373,#DECISIÓN2020 Primer debate presidencial de cara a las elecciones del 3 de noviembre. https://trib.al/N8qa1Fd:=:https://www.telemundochicago.com/noticias/decision/el-saludo-de-biden-y-trump-al-encontrarse-cara-a-cara/2123049/,https://trib.al/N8qa1Fd,https://www.telemundochicago.com/noticias/decision/el-saludo-de-biden-y-trump-al-encontrarse-cara-a-cara/2123049/,,El saludo de Biden y Trump al encontrarse cara a cara,Primer debate presidencial de cara a las elecciones del 3 de noviembre.,,,2,2
Agencia EFE,AgenciaEFEnoticias,182338378632175,53409,2020-10-16 00:09:43 EDT,Link,2,0,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/AgenciaEFEnoticias/posts/1489915017874498,"Biden se pudo concentrar en responder sin entrar en demasiadas polémicas a votantes de Pensilvania, su estado natal y uno de los tres -junto a Wisconsin y Michigan- que en 2016 le dio a Trump las llaves de la Casa Blanca.",https://www.efe.com/efe/america/politica/biden-y-trump-se-contraprograman-para-ocupar-el-espacio-del-debate-suspendido/20000035-4369192,,,Biden y Trump se contraprograman para ocupar el espacio del debate suspendido,"El presidente de EE.UU., Donald Trump, y su rival demócrata, Joe Biden, sustituyeron este jueves el que tenía que ser su segundo cara a cara por un duelo de encuentros televisados con votantes que se",,,2,2
Agencia EFE,AgenciaEFEnoticias,182338378632175,52722,2020-09-04 01:56:52 EDT,Link,0,0,1,0,0,0,0,1,0,,0,0,0,N/A,https://www.facebook.com/AgenciaEFEnoticias/posts/1449765815222752,"Entre camisetas que rezaban ""Estados Unidos primero"", alguna gorra con la marca ""Hacer Estados Unidos grande de nuevo"", candidatos locales del Partido Republicano y los clásicos espaguetis con albóndigas, Steve Bannon repitió a través de una conexión telemática varios de los mantras de la campaña electoral republicana para intentar que Trump repita mandato en la carrera electoral contra el candidato demócrata Joe Biden. #EEUU #Elecciones",https://www.efe.com/efe/america/politica/steve-bannon-es-el-plato-fuerte-de-la-cena-del-club-republicano-mas-antiguo-ee-uu/20000035-4334761,,,Steve Bannon es el plato fuerte de la cena del club republicano más antiguo de EE.UU.,"El exasesor del presidente Donald Trump y estratega político de formaciones de extrema derecha Steve Bannon se convirtió la noche del jueves en el plato fuerte de la cena anual del Club Republicano ""Q",,,2,2
Agencia EFE,AgenciaEFEnoticias,182338378632175,52426,2020-08-18 18:31:35 EDT,Live Video Scheduled,1,0,0,0,0,0,0,1,0,original,0,0,0,00:00:00,https://www.facebook.com/AgenciaEFEnoticias/posts/1434048343461166,"🔴📡 Convención Nacional del Partido Demócrata. El exvicepresidente Joe Biden será previsiblemente confirmado este martes como candidato demócrata a la Presidencia de Estados Unidos durante la votación de los delegados en la convención del partido, que por primera vez en la historia se celebra virtualmente por el coronavirus.",,,,,,,,2,2
NoticiasYa Nevada,noticiasunivisionnevada,246243391130,73284,2020-10-07 21:00:59 EDT,Native Video,2,0,0,0,0,0,0,0,0,share,806,25339,0,01:38:59,https://www.facebook.com/noticiasunivisionnevada/posts/10158490317636131,"#EnVivo: Esta noche, Mike Pence y Kamala Harris se enfrentan en el debate vicepresidencial de la campaña electoral. http://notiya.info/allhq:=:https://noticiasya.com/2020/10/07/pence-y-harris-se-enfrentan-en-historico-debate-vicepresidencial/ #Elecciones2020 #Destino2020 #PoliticaYa",https://www.facebook.com/politicaya/videos/1269953093343501/,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Fpoliticaya%2Fvideos%2F1269953093343501%2F,,Política Ya,#EnVivo: Mike Pence y Kamala Harris se enfrentan en el debate vicepresidencial de la campaña electoral.  http://notiya.info/allhq:=:https://noticiasya.com/2020/10/07/pence-y-harris-se-enfrentan-en-historico-debate-vicepresidencial/     #Elecciones2020 #Destino2020,,,2,2
NoticiasYa Nevada,noticiasunivisionnevada,246243391130,72942,2020-09-15 13:46:46 EDT,Native Video,1,0,0,0,0,1,0,0,0,share,546,16580,0,00:21:01,https://www.facebook.com/noticiasunivisionnevada/posts/10158428590696131,"#EnVivo Joe Biden visita Kissimmee para hablar sobre las elecciones 2020. A la vez, Latinos por Trump celebran el Mes de la Hispanidad en la misma ciudad. #Destino2020",https://www.facebook.com/NoticiasUnivisionOrlando/videos/763504630891881/,,,NoticiasYa Orlando,EN VIVO: Joe Biden visita Kissimme y el mismo dia Latinos por Trump celebran mes de la hispanidad en la misma ciudad...,,,2,2
NoticiasYa Nevada,noticiasunivisionnevada,246243391130,72942,2020-09-14 21:00:19 EDT,Native Video,1,0,1,0,0,0,0,0,0,share,386,12306,0,00:01:42,https://www.facebook.com/noticiasunivisionnevada/posts/10158426954581131,"El candidato presidencial demócrata Joe Biden advirtió que EE.UU. se enfrenta a una tormenta perfecta de desafíos, con 4 crisis históricas al mismo tiempo.",https://www.facebook.com/politicaya/videos/379252536805304/,,,Política Ya,"El candidato presidencial demócrata Joe Biden advirtió que EE.UU. se enfrenta a una tormenta perfecta de desafíos, con 4 crisis históricas al mismo tiempo. http://notiya.info/fjv2n:=:https://noticiasya.com/2020/09/14/latinos-de-florida-inundados-con-falsas-teorias-de-conspiracion/",,,2,2
NoticiasYa Nevada,noticiasunivisionnevada,246243391130,72752,2020-08-20 21:02:47 EDT,Native Video,0,1,0,1,0,0,0,0,0,share,496,43618,0,03:43:07,https://www.facebook.com/noticiasunivisionnevada/posts/10158358104026131,"Estamos #EnVivo. Hoy es la última jornada de la convención demócrata y Joe Biden, tras 5 décadas de espera, aceptará su nominación como candidato a presidente. Lee más en http://notiya.info/hrdrh:=:https://noticiasya.com/2020/08/20/tras-5-decadas-de-espera-biden-aceptara-la-nominacion-presidencial/ #Destino2020",https://www.facebook.com/politicaya/videos/244980049907658/,,,Política Ya,"Estamos #EnVivo. Hoy es la última jornada de la convención demócrata y Joe Biden, tras 5 décadas de espera, aceptará su nominación como candidato a presidente. Lee más en http://notiya.info/hrdrh:=:https://noticiasya.com/2020/08/20/tras-5-decadas-de-espera-biden-aceptara-la-nominacion-presidencial/ #Destino2020",,,2,2
NoticiasYa Nevada,noticiasunivisionnevada,246243391130,72725,2020-08-20 19:15:02 EDT,Photo,1,1,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/noticiasunivisionnevada/posts/10158357789366131,"En el cierre de la convención demócrata, hoy Joe Biden dará finalmente su discurso de aceptación como candidato a presidente de EE.UU. #Destino2020",https://www.facebook.com/politicaya/photos/a.992382204187480/3297040167054994/?type=3,,"CONVENCIÓN DEMÓCRATA 2020 Jueves 20 de agosto de 2020 ជងង Los oradores principales de la noche de cierre serán Andrew Yang, Cory Brooker, Pete Buttigieg y Michael Bloomberg. Hoy el candidato Joe Biden dará su discurso de aceptación .*** Tras la conveción, se dará una celebración de cierre, conducida por Andy Cohen. DESTINO 2020 politica",Política Ya,"En el cierre de la convención demócrata, hoy Joe Biden dará finalmente su discurso de aceptación como candidato a presidente de EE.UU. #Destino2020",,,2,2
NoticiasYa Colorado,noticiasunivisioncolorado,136000442842,448859,2020-10-11 22:30:40 EDT,Native Video,1,0,1,0,0,0,0,0,0,share,814,13512,0,00:04:01,https://www.facebook.com/noticiasunivisioncolorado/posts/10157684395247843,"Kamala Harris vino a cambiar la historia. A pesar de que no pudo llegar a la presidencia, su misión de vida es ayudar a sus constituyentes, y ahora al resto de los estadounidenses. Por eso, quiere convertirse en la primera mujer afroamericana e india en llegar a la vicepresidencia. Nada la ha detenido. Conoce por qué en esta historia especial de #JuntasVotamos. 💪🏾",https://www.facebook.com/TusNoticiasYa/videos/666999330611501/,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FTusNoticiasYa%2Fvideos%2F666999330611501%2F,,Noticias Ya,"Kamala Harris vino a cambiar la historia. A pesar de que no pudo llegar a la presidencia, su misión de vida es ayudar a sus constituyentes, y ahora al resto de los estadounidenses. Por eso, quiere convertirse en la primera mujer afroamericana e india en llegar a la vicepresidencia. Nada la ha detenido. Conoce por qué en esta historia especial de #JuntasVotamos con Love Her. 💪🏾",,,2,2
NoticiasYa Colorado,noticiasunivisioncolorado,136000442842,448946,2020-09-29 19:15:03 EDT,Native Video,1,0,0,0,0,1,0,0,0,share,465,6773,0,00:00:28,https://www.facebook.com/noticiasunivisioncolorado/posts/10157659312327843,"""El está muy ocupado trabajando por todos nosotros, no está escondido estudiando y preparándose para memorizar algo para el debate de esta noche"", dice Marili Cancio, de Latinos for Trump,. en entrevista con Rafael Sánchez-Cruz. Y asegura que eso es lo que a la gente le gusta de Trump. ¿Cómo lo ves preparado tú al presidente para debatir con Joe Biden? http://notiya.info/rq5jv:=:https://noticiasya.com/2020/09/29/donald-trump-vs-joe-biden-que-se-puede-esperar-del-primer-debate/",https://www.facebook.com/politicaya/videos/1026202691135280/,,,Política Ya,"""El está muy ocupado trabajando por todos nosotros, no está escondido estudiando y preparándose para memorizar algo para el debate de esta noche"",  dice Marili Cancio, de Latinos for Trump. Y asegura que eso es lo que a la gente le gusta de Trump. ¿Cómo lo ves preparado tú al presidente para debatir con Joe Biden? http://notiya.info/rq5jv:=:https://noticiasya.com/2020/09/29/donald-trump-vs-joe-biden-que-se-puede-esperar-del-primer-debate/",,,2,2
NoticiasYa Colorado,noticiasunivisioncolorado,136000442842,448946,2020-09-29 17:45:02 EDT,Photo,0,2,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/noticiasunivisioncolorado/posts/10157659187527843,Hoy se enfrentan por primera vez en debate el presidente Donald Trump y el candidato demócrata Joe Biden. Esto es lo que puedes esperar del encuentro. #Destino2020 http://notiya.info/5vnku:=:https://noticiasya.com/orlando/2020/09/29/donald-trump-vs-joe-biden-que-se-puede-esperar-del-primer-debate/,https://www.facebook.com/politicaya/photos/a.992382204187480/3418209714938038/?type=3,,"PRIMER DEBATE 2020 Martes 29 de septiembre de 2020 9:00 p.m. 10:30 p.m. Podrás verlo en vivo por PolíticaYa y todos los canales principales totalmente gratis. La mayoría de las encuestan ponen a Joe Biden liderando. Se espera que se discuta la pandemia del coronavirus, los impuestos de Donald Trump y la nominación de la Corte Suprema. DESTINO 2020 politicalya",Política Ya,Hoy se enfrentan por primera vez en debate el presidente Donald Trump y el candidato demócrata Joe Biden. Esto es lo que puedes esperar del encuentro. #Destino2020 http://notiya.info/5vnku:=:https://noticiasya.com/orlando/2020/09/29/donald-trump-vs-joe-biden-que-se-puede-esperar-del-primer-debate/,,,2,2
NoticiasYa Colorado,noticiasunivisioncolorado,136000442842,448992,2020-09-14 21:00:13 EDT,Native Video,1,0,0,0,0,0,0,0,1,share,790,12306,0,00:01:42,https://www.facebook.com/noticiasunivisioncolorado/posts/10157628260952843,"El candidato presidencial demócrata Joe Biden advirtió que EE.UU. se enfrenta a una tormenta perfecta de desafíos, con 4 crisis históricas al mismo tiempo.",https://www.facebook.com/politicaya/videos/379252536805304/,,,Política Ya,"El candidato presidencial demócrata Joe Biden advirtió que EE.UU. se enfrenta a una tormenta perfecta de desafíos, con 4 crisis históricas al mismo tiempo. http://notiya.info/fjv2n:=:https://noticiasya.com/2020/09/14/latinos-de-florida-inundados-con-falsas-teorias-de-conspiracion/",,,2,2
NoticiasYa Colorado,noticiasunivisioncolorado,136000442842,448082,2020-08-20 13:30:10 EDT,Link,2,0,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/noticiasunivisioncolorado/posts/10157572389842843,Kamala Harris aceptó la nominación demócrata a la vicepresidencia en la 3ra. jornada de la Convención del partido.,https://noticiasya.com/2020/08/19/en-vivo-nancy-pelosi-barack-obama-hillary-clinton-en-la-convencion/,,,This is a re-share of a post,,,,2,2
